id	context
120f3a2285b2a742f63b95f7e1fee5e498d08cb0	" The plot focuses on the adventures of five Americans on an uncharted island in the South Pacific. During the American Civil War, five northern prisoners of war decide to escape, during the siege of Richmond, Virginia, by hijacking a balloon.
The escapees are Cyrus Smith, a railroad engineer in the Union army (named Cyrus Harding in Kingston's version); his ex-slave and loyal follower Neb (short for Nebuchadnezzar); Bonadventure Pencroff, a sailor (who is addressed only by his surname. In Kingston's translation, he is named Pencroft); his protégé and adopted son Harbert Brown (called Herbert in some translations); and the journalist Gedéon Spilett (Gideon Spilett in English versions). The company is completed by Cyrus' dog ""Top"".
After flying in a great storm for several days, the group crash-lands on a cliff-bound, volcanic, unknown island, described as being located at 34°57′S 150°30′W, about 2,500 kilometres (1,600 mi) east of New Zealand. They name it ""Lincoln Island"" in honor of their president, Abraham Lincoln. With the knowledge of the brilliant engineer Smith, the five are able to sustain themselves on the island, producing fire, pottery, bricks, nitroglycerin, iron, a simple electric telegraph, a home on a stony cliffside called ""Granite House"", and even a seaworthy ship, which they name the ""Bonadventure"" (in honor of Pencroff, the driving force behind its construction). They also manage to figure out their geographical location.
During their stay on the island, the group endures bad weather, and domesticates an orangutan, Jupiter, abbreviated to Jup (or Joop, in Jordan Stump's translation). There is a mystery on the island in the form of an unseen deus ex machina, responsible for Cyrus' survival after falling from the balloon, the mysterious rescue of Top from a dugong, the appearance of a box of equipment (guns and ammunition, tools, etc.), and other seemingly inexplicable occurrences.
The group finds a message in a bottle directing them to rescue a castaway on nearby Tabor Island, who is none other than Tom Ayrton (from In Search of the Castaways). On the return voyage to Lincoln Island, they lose their way in a tempest but are guided back to their course by a mysterious fire beacon.
Ayrton's former companions arrive by chance on Lincoln Island, and try to make it into their lair. After some fighting with the protagonists, the pirate ship is mysteriously destroyed by an explosion. Six of the pirates survive and kidnap Ayrton. When the colonists go to look for him, the pirates shoot Harbert, seriously injuring him. Harbert survives, but suffers from his injury, narrowly cheating death. The colonists at first assume Ayrton to have been killed, but later they find evidence that he was not instantly killed, making it possible for him to be alive. When the colonists rashly attempt to return to Granite House before Harbert fully recovers, Harbert contracts malaria and is saved by a box of quinine sulphate, which mysteriously appears on the table in Granite House. After Harbert recovers, they attempt to rescue Ayrton and destroy the pirates. They discover Ayrton at the sheepfold, and the pirates dead, without any visible wounds.
The secret of the island is revealed when it is discovered to be Captain Nemo's hideout, and home port of the Nautilus. Having escaped the Maelstrom at the end of Twenty Thousand Leagues Under the Sea, the Nautilus sailed the oceans of the world until all its crew except Nemo had died. Now an old man with a beard, Nemo returned the Nautilus to its secret port within Lincoln Island. Nemo had been the mysterious benefactor of the settlers, providing them with the box of equipment, sending the message revealing Ayrton, planting the mine that destroyed the pirate ship, and killing the pirates with an ""electric gun"". On his death bed Captain Nemo reveals his true identity as the lost Indian Prince Dakkar, son of a Raja of the then independent territory of Bundelkund and a nephew of the Indian hero Tippu-Sahib. After taking part in the failed Indian Rebellion of 1857, Prince Dakkar escaped to a deserted island with twenty of his compatriots and commenced the building of the Nautilus and adopted the new name of ""Captain Nemo"". Nemo also tells his life story to Cyrus Smith and his friends. Before he dies, he gives them a box of diamonds and pearls as a keepsake. Afterwards, he dies, crying ""God and my country!"" (""Independence!"", in Verne's original manuscript). The Nautilus is scuttled and serves as Captain Nemo's tomb.
Afterward, the island's central volcano erupts, destroying the island. Jup the orangutan falls into a crack in the ground and dies. The colonists, forewarned of the eruption by Nemo, find themselves safe but stranded on the last remaining piece of the island above sea level. They are rescued by the ship Duncan, which had come to rescue Ayrton but were redirected by a message Nemo had previously left on Tabor Island. After they return to United States, they form a new colony in Iowa with Nemo's gift, and live happily ever after."
1ddea1c3f13183fbe029834b5a3ab505600c5dfa	" Slate and Co. Senior Executive Cliff Vandercave and secretary Miss Sharon Stone discuss their plan to swindle the company of its vast fortune and flee, and that they need one of their employees to be responsible for it. Fred Flintstone loans his best friend and neighbor Barney Rubble money so that he and his wife Betty can adopt a child named Bamm-Bamm, who can only pronounce his own name. Although the child is initially difficult to control due to being raised by Mastadons, as well as having super strength, he eventually warms up to his new family. Barney vows to repay his friend, but Fred is visited by his mother-in-law, Pearl Slaghoople, who objects to his decision. However, Fred's wife Wilma remains supportive of his decision.
Cliff holds an aptitude test, where the worker with the highest mark will become the new Vice President of the company. Barney gets the highest score, but remembers his promise and switches his paper with Fred, who he knows will fail miserably. Fred receives the promotion, but his first order is to dismiss Barney, since Barney now effectively has the lowest score. Fred accepts, but does his best to help Barney support his family, even inviting the Rubbles to live with them so that they can rent out their home. However, the perks of Fred's new job put a strain on relationships, as Wilma catches him in an intimate moment with Miss Stone, and the Rubbles are annoyed by Fred and Wilma's increasingly snobbish behavior. Cliff eventually tricks Fred into sacking the workers, over the objections of his office Dictabird. At a local restaurant Barney confronts Fred after seeing worker riots on the news revealing that he switched tests with Fred, and the Rubbles move out, despite having nowhere to live. Wilma and Pebbles also move out to her mother's house, leaving Fred behind.
Fred goes to the quarry and realizes his mistake and Cliff's plot, but also finds out that Cliff has tricked Fred into thinking that he embezzled the money, Fred attempts to get Mr. Slate to fire Cliff, but Cliff calls the police. A manhunt for Fred ensues by the police and the workers. Wilma and Betty see this on the news, and break into Slate and Co. to get the Dictabird, the only witness who can clear Fred. They are, however, unaware that Cliff saw them from his office window. As Fred attempts to infiltrate a cave where the workers are seeking refuge, they see through his disguise and attempt to hang him. Barney shows up, now working as a snow cone vendor, and is almost hanged as well after he admits his part. Fred and Barney reconcile, but before they can be hanged, Wilma and Betty arrive with the Dictabird. The workers release Fred and Barney after learning from the Dictabird that Cliff had fired them to frame Fred.
However, Cliff kidnaps Pebbles and Bamm-Bamm, leaving behind a ransom note demanding the Dictabird in exchange for the children's safe return. Fred and Barney encounter Cliff at the quarry, where Cliff has tied Pebbles and Bamm-Bamm to a huge machine. Though they hand him the Dictabird, Cliff activates the machine. Barney rescues the children while Fred destroys the machine. The Dictabird escapes from Cliff and lures him back to the quarry, where Miss Stone knocks him out, having had a change of heart after learning that Cliff planned to betray her. The police arrive with Wilma and Betty and Cliff attempts to flee, but a falling substance petrifies him.
With the Dictabird's help, all charges against Fred are dropped, while Miss Stone is arrested as Cliff's accomplice, though Fred is confident she will be granted leniency for helping them stop Cliff. Mr. Slate shows up, impressed with the substance that Fred inadvertently created by destroying the machine, dubs the substance ""concrete"" and makes plans to produce it with Fred as President of its division, thus ending the Stone Age, but Fred declines. Barney protests that this is a great position for Fred and not like the problems of before, but Fred explains to Mr. Slate that wealth and status changed him for the worse, and simply asks that all the workers be rehired and given the job benefits he originally set out to achieve, which is granted. As the Flintstones and Rubbles have finally made amends, Fred and Barney get into a humorous quarrel when Fred once again asks Barney for a small amount of money for breakfast. As they argue and leave, Mr. Slate remarks to himself ""There goes the best executive I ever had."""
14add440692bd1e8fbb8c2df367ba4cb27426383	" The film opens with Shane Falco, a former star quarterback at The Ohio State University who choked in his final college game at the 1996 Sugar Bowl and failed to succeed in the pros, doing his job cleaning the bottoms of peoples' boats. While underwater, he finds a metal trophy football labeled ""Shane Falco: All American"" and pretends he is playing football again.
Meanwhile, the fictional Washington Sentinels are shown playing a game in which commentators John Madden and Pat Summerall mention a players' strike taking place over salary disputes. As the game winds down, Sentinels quarterback Eddie Martel chooses to slide to the ground instead of scoring the game winning touchdown to avoid getting injured.
Later that day, Sentinels owner Edward O'Neil decides to hire Jimmy McGinty, the Sentinels' former coach who was fired after getting into a fight with the team's star quarterback, to recruit replacement players during the strike and coach the team for the remainder of the season. He tells McGinty that all they need is three wins out of their final four games to advance to the playoffs. McGinty tells O'Neil he will only do it if he promises not to interfere with his coaching style. McGinty recruits many different ragtag players, and eventually convinces Falco to come off his boat and play quarterback again. Falco soon becomes attracted to the team's head cheerleader, Annabelle Farrell, who likes him as well, but doesn't want to date him because of her stereotype that all pro athletes are prima donnas.
In the Sentinels' first game using replacement players, they trail by four with only a few seconds left to play. McGinty calls a passing play, but Falco gets scared and changes the call to a running play. Cochran, the team's running back, gets tackled just before he reaches the end zone and the Sentinels lose. That night, the actual Sentinels players taunt the replacement players at a bar, leading to a fight between the two teams. The replacement players get arrested, but are beginning to build team chemistry, which is something they lacked in the first game. The newfound team chemistry leads to a last second field goal victory in the next game, and then another last second victory the next week, leaving the team needing only one more victory to make the playoffs.
O'Neil tells McGinty that Eddie Martel has crossed the picket line and will be re-activated by the Sentinels for the final game of the season. McGinty protests at first, saying that he will use Falco as his quarterback, but the owner convinces him that the team cannot afford to have Falco choke with the game on the line, especially since they are playing the best team in the league who has had their entire team cross. A heartbroken McGinty tells Falco that he has been cut in favor of Martel, but Falco accepts the news, saying that it's best for the team since Martel is a better player than he is, to which McGinty says that Falco has heart and Martel does not. Falco stands Annabelle up on a date because of his depression.
In the final game of the season, Martel has trouble connecting with the team due to his prima-donna attitude, and scolds them whenever he makes a mistake. At halftime, the Sentinels trail 17â0, and a reporter asks McGinty what they will need to win the game, to which he replies ""miles and miles of heart"" meant as a message to Falco. Falco hears him say this and comes to the game during halftime, and the rest of the team kicks Martel out of the locker room. Falco runs onto the field at the start of the half and draws loud and thunderous applause from the fans. He apologizes to Annabelle and kisses her on national TV. Cochran is able to run for a touchdown at the beginning of the half before injuring his leg. The Sentinels then score again to cut the lead to 17â14. With only a few seconds left in the game, McGinty calls for a field goal to tie the score and then go into overtime. But when Nigel 'The Leg' Gruff, the kicker, gets set, he tells Falco that he cannot kick the field goal, because several men in the audience will ""take his pub"". Falco then takes the snap and runs it all the way for a touchdown, only to have it brought back for a holding call. Falco then goes to the sidelines and tells McGinty that he wants the ball, implying that he has gotten over his fear of choking with the game on the line. Falco throws a pass to tight end Brian Murphy for a touchdown, and the Sentinels win 20â17, advancing to the playoffs, and the Sentinels begin dancing in synchronized formation.
The film ends with a voiceover from McGinty saying that when Falco and the rest of the players left the game that night, there were no endorsement deals or victory parades waiting for them, just a locker waiting to be cleaned out. Falco and all of the replacement players then returned to their regular jobs, but it didn't matter, because they each got a second chance at glory, which lasts forever."
87c046f7ad020a2da8302de2d39c918d5c3d46d6	" The ""Minutemen,"" a team of costumed crime fighters, was formed in 1939 in response to a rise in costumed gangs and criminals; the ""Watchmen"" was similarly formed decades later. Their existence has dramatically affected world events: Doctor Manhattan's powers have helped the United States win the Vietnam War, and given the West a strategic advantage over the Soviet Union, which by 1985 threatens to escalate the Cold War into a nuclear war. Growing anti-vigilante sentiment leads to masked crime-fighters being outlawed. While many of the heroes retire, Dr Manhattan and The Comedian operate as government-sanctioned agents, and Rorschach continues to operate outside the law.
While investigating the murder of government agent Edward Blake, Rorschach discovers that Blake was the Comedian, and theorizes that someone may be attempting to eliminate former costumed heroes. He warns his retired comradesâ Daniel Dreiberg (Nite Owl II), Dr Manhattan, and the latter's lover Laurie Jupiter (Silk Spectre II). Dr Manhattan ignores Rorschach, and Dreiberg is skeptical, but relays this information to vigilante-turned-billionaire Adrian Veidt (Ozymandias), who also dismisses it.
Following a backlash, Dr Manhattan exiles himself to Mars, giving the Soviet Union the confidence to invade Afghanistan. Rorschach's theory appears to be justified when Veidt narrowly avoids an assassination attempt, and Rorschach finds himself framed for the murder of a former villain named Moloch. When Rorschach is arrested, his identity is revealed to be Walter Kovacs, and he is sent to jail. Jupiter goes to stay with Dreiberg after breaking up with Manhattan. The two become lovers and decide to come out of retirement. After helping Rorschach break out of prison, Jupiter is confronted by Manhattan, who transports her to Mars. As he probes her memories, he discovers that she is Blake's daughter, and realizes the miracle of her life, created in spite of her parents' turbulent relationship. He then returns to Earth with her.
Investigating the conspiracy, Rorschach and Dreiberg discover that Veidt is behind everything. Rorschach records his suspicions in his journal, which he drops off at the publication office of the New Frontiersman, a right-wing tabloid. Rorschach and Dreiberg confront Veidt at his Antarctic retreat. Veidt admits to being responsible for Blake's murder, Manhattan's exile, Rorschach's framing, and his own assassination attempt, which he staged to divert suspicion. He explains that his plan is to unify the United States and the Soviet Union by destroying the world's main cities with exploding energy reactors infused with energy from Manhattan. Rorschach and Dreiberg attempt to stop him, but Veidt subdues them both and reveals that his plan has already been set into motion: the reactors have been detonated, and the energy signatures are recognized as Manhattan's.
Jupiter and Manhattan arrive in a destroyed New York City and determine that Veidt is responsible. They teleport to his base, causing him to retreat and attempt to kill Manhattan. Unsuccessful, he shows them a televised news report in which Nixon states that the United States and Soviet Union have allied against their new ""common enemy"": Dr Manhattan. Although his allies realize that revealing the truth would only disrupt this new peace, Rorschach refuses to compromise, and attempts to return to America to expose Veidt. Manhattan intervenes, and Rorschach demands that Manhattan kill him to keep him from revealing the truth. Manhattan complies.
Manhattan shares a final kiss with Jupiter before departing permanently to another galaxy, while an enraged Dreiberg attacks Veidt, who makes no effort to defend himself. Nevertheless, he defends his actions, claiming that for world peace to be possible, there had to be sacrifice. Dreiberg rejects his logic declaring that Veidt has deformed and mutilated humanity. Dreiberg and Jupiter return to New York with plans to continue fighting crime. Later, an editor of the New Frontiersman tells a young employee that, as the world is at peace, there is nothing to report on. The editor gives the employee permission to print the contents of a collection of crank mailings, among which is Rorschach's journal."
f1239e5e117e2e30093e5cb5c98db3ce935a055b	 The story begins with the childhood and exceptional and accomplished youth of Prince Stepan Kasatsky. The young man is destined for great things. He discovers on the eve of his wedding that his fiancĂŠe Countess Mary Korotkova has had an affair with his beloved Tsar Nicholas I. The blow to his pride is massive, and he retreats to the arms of Russian Orthodoxy and becomes a monk. Many years of humility and doubt follow. He is ordered to become a hermit. Despite his being removed from the world, he is still remembered for having so remarkably transformed his life. One winter night, a group of merry-makers decide to visit him, and one of them, a divorced woman named Makovkina, spends the night in his cell, with the intention to seduce him. Father Sergius discovers he is still weak and in order to protect himself, cuts off his own finger. Makovkina is stunned by this act, and leaves the next morning, having vowed to change her life. A year later she has joined a convent. Father Sergius' reputation for holiness grows. He becomes known as a healer, and pilgrims come from far and wide. Yet Father Sergius is profoundly aware of his inability to attain a true faith. He is still tortured by boredom, pride, and lust. He fails a new test, when the young daughter of a merchant successfully beds him. The morning after, he leaves the monastery and seeks out his cousin Pashenka (Praskovya Mikhaylovna), whom he, with a group of other boys, had tormented many years ago. He finds her, now in all the conventional senses a failure in life, yet imbued with a sense of service towards her family. His path is now clearer. He begins to wander, until eight months later he is arrested in the company of a blind beggar who makes him feel closer to God. He is sent to Siberia, where he now works as the hired man of a well-to-do peasant, teaching the gentleman's young children and working in the gardens.
91075ab5383e8113d86b17536c6918bfbbd6af20	" Eleanor ""Nell"" Lance (Lili Taylor) has cared for her invalid mother for 11 years. After her mother dies, her sister Jane (Virginia Madsen) and Jane's boyfriend Lou (Tom Irwin) eject her. Nell receives a phone call about an insomnia study, directed by Dr. David Marrow (Liam Neeson) at Hill House, a secluded manor in the Berkshires of western Massachusetts, and applies for it. At the house, she meets Mr. and Mrs. Dudley (Bruce Dern, Marian Seldes), a strange pair of caretakers. Two other participants arrive, Luke Sanderson (Owen Wilson) and Theodora (Catherine Zeta-Jones), along with Dr. Marrow and his two research assistants. Unknown to the participants, Dr. Marrow’s true purpose is to study the psychological response to fear, intending to expose his subjects to increasing amounts of terror. Each night, the caretakers chain the gate outside Hill House, preventing anyone from getting in or out until morning. During their first night, Dr. Marrow relates the story of Hill House. The house was built by Hugh Crain (Charles Gunning)—a 19th-century textile tycoon.
Crain built the house for his wife, hoping to populate it with a large family of children; however, all of Crain's children died during their birth. Crain’s wife Renee killed herself before the house was finished and Crain became a recluse. After the story, Marrow's assistant’s face is slashed by a snapped clavichord wire. The freak accident causes Marrow's research assistants to leave. Nell begins to suspect that it was no accident, as she notices that the wire was unwound by someone or something. Theo and Nell begin to experience unusual happenings within the house, such as a mysterious force trying to open the door, Nell starts seeing ghosts of children in curtains and sheets, Hugh Crain's wood portrait morphs into a skeletal face and is vandalized with the words ""Welcome Home Eleanor"" written in blood. Theo and Luke try to establish their innocence, but Nell tells them that they don't know her.
Nell becomes determined to prove that the house is haunted by ghostly children who are only terrorized and killed by Crain's cruelty. She learns that Crain kidnapped the children from his cotton mills and slaughtered them, then burned their bodies in the fireplace, trapping their ghosts and forcing them to remain with him, providing him with an 'eternal family'. She also learns that Crain had a second wife named Carolyn, from whom she is descended. Dr. Marrow is skeptical of Eleanor's claims, until he realizes he made a mistake by bringing them to Hill House when a statue tries to drown him in a pool of water in a greenhouse. After several more terrifying events, Nell insists that she cannot leave the ghosts of the kids to suffer for eternity at Crain's hands. Trying to convince Eleanor to leave the house with them, Theo offers to let Nell move in with her, but Nell reveals her relation to Carolyn and claims she must help the children to ""move on"" to the afterlife.
Hugh Crain's ghost seals up the house, trapping them all inside. A frustrated Luke defaces a portrait of Hugh Crain. Crain's enraged spirit drags Luke to the fireplace where he is decapitated. Nell is able to lead Crain's spirit towards an iron door. The spirits pull Crain into the door, dragging him down to Hell. Nell is pulled with him, inflicting fatal trauma on her body, but the ghosts gently release her on the ground. Her ghost rises up to Heaven, accompanied by the children's ghosts. After Nell's death and when she moved on to Heaven along with the ghosts, Theo and Dr. Marrow wait by the gate outside until the Dudleys come in the morning.
The Dudleys approach as the sun rises. Mr. Dudley asks Dr. Marrow if he found what he wanted to know, but the traumatized psychiatrist does not give an answer, and neither does Theo. When the gate opens, the two silently walk out and down the road, leaving Hill House behind them."
3e87eee49ffe1cbcc871f2310489775ffcaccbb2	" Nic (Annette Bening) and Jules (Julianne Moore) are a married lesbian couple living in the Los Angeles area. Nic is an obstetrician, and Jules is a housewife who is starting up a landscape design business. Each has given birth to a child using the same sperm donor.
The younger child Laser (Josh Hutcherson) wants to find his sperm donor father but has to be 18 to do so. He implores his 18-year-old sister, Joni (Mia Wasikowska), to contact the sperm bank which identifies Paul (Mark Ruffalo) as the donor. The three meet. Joni is impressed by his bohemian lifestyle, and Paul becomes enthusiastic about being in their lives. Joni swears her brother to secrecy as she does not want to upset their mothers. However, Jules and Nic find out and invite Paul over to dinner. When Jules reveals she has a landscape business, Paul asks her to transform his back garden. Jules agrees, although Nic does not like the idea.
While working for Paul, Jules likes that he appreciates her work in contrast to Nic who, Jules feels, never supported her career. Jules impulsively kisses Paul one afternoon, and they end up in bed together, beginning an affair.
Jules and the kids start spending more time with Paul. Nic believes Paul undermines her authority over the children by, for example, giving Joni a ride on his motorcycleâwhich Nic has forbiddenâand by suggesting she give Joni more freedom. After a heated argument with Jules, Nic suggests they all have dinner at Paul's house to ease the tension. Nic relaxes and for the first time connects with Paul. However, Nic discovers traces of Jules's hair in Paul's bathroom and bedroom. When they return home, Nic confronts Jules. At first, Jules denies it but then admits to the affair. Nic is devastated, but Jules assures she is not in love with Paul and has not turned straight; she just wanted to be appreciated. Joni and Laser have overheard the arguments and are also upset at Jules. The household becomes tense and Jules is forced to sleep on the couch. Paul thinks he has fallen in love with Jules and suggests she leave Nic, bring the kids, and come live with him. Jules declines, disgusted with Paul's lack of understanding about their relationship. The children are angry at the both of them.
The night before Joni leaves home to go to college, Paul turns up at the house. Nic angrily confronts him, calling him an interloper, and tells him that if he wants a family, he should make one of his own. Rejected, Paul watches Laser from outside the window, trying to get his attention, but Laser ignores him. Later that night, Jules tearfully admits her errors to her family and begs their forgiveness. The next morning, the family takes Joni off to college. While Nic and Jules together hug Joni to say goodbye, they also affectionately touch each other. During the ride home, Laser tells his mothers that they should not break up because they are too old. Jules and Nic giggle, and the film ends with them smiling at each other and holding hands."
7b25d55061c75827cd78d7b9d8920708bcdcc092	" The main story of the novel is the narrative of the adventures of Adam More, a British sailor shipwrecked on a homeward voyage from Tasmania. After passing through a subterranean tunnel of volcanic origin, he finds himself in a ""lost world"" of prehistoric animals, plants and people sustained by volcanic heat despite the long Antarctic night.
A secondary plot of four yachtsmen who find the manuscript written by Adam More and sealed in a copper cylinder forms a frame for the central narrative. They comment on More's report, and one identifies the Kosekin language as a Semitic language, possibly derived from Hebrew.
In his strange volcanic world, More also finds a well-developed human society which in the tradition of topsy-turvy worlds of folklore and satire (compare Sir Thomas More's Utopia, Erewhon by Samuel Butler, or Charlotte Perkins Gilman's Herland) has reversed the values of 19th century Western society: wealth is scorned and poverty is revered, death and darkness are preferred to life and light. Rather than accumulating wealth, the natives seek to divest themselves of it as quickly as possible. Whatever they fail to give away to wealthy people is confiscated by the government, which imposes the burden of wealth upon its unfortunate subjects at the beginning of the next year of reverse taxation as a form of punishment."
c0aa30a9c4eeace0c59ae36a6f9387b553e8c245	" Pompeii, A.D. 79. Athenian nobleman Glaucus arrives in the bustling and gaudy Roman town and quickly falls in love with the beautiful Greek Ione. Ione's former guardian, the malevolent Egyptian sorcerer Arbaces, has designs on Ione and sets out to destroy their budding happiness. Arbaces has already ruined Ione's sensitive brother Apaecides by luring him to join the vice-ridden priesthood of Isis.
The blind slave Nydia is rescued from her abusive owners by Glaucus, for whom she secretly pines. Arbaces horrifies Ione by declaring his love for her, and flying into a rage when she refuses him. Glaucus and Apaecides rescue her from his grip, but Arbaces is struck down by an earthquake, a sign of Vesuvius' coming eruption.
Glaucus and Ione exult in their love, much to Nydia's torment, while Apaecides finds a new religion in Christianity.
Nydia unwittingly helps Julia, a rich young woman who has eyes for Glaucus, obtain a love potion from Arbaces to win Glaucus's love. But the love potion is really a poison that will turn Glaucus mad. Nydia steals the potion and administers it; Glaucus drinks only a small amount and begins raving wildly.
Apaecides and Olinthus, an early Christian, determine to publicly reveal the deception of the cult of Isis. Arbaces, recovered from his wounds, overhears and stabs Apaecides to death; he then pins the crime on Glaucus, who has stumbled onto the scene.
Arbaces has himself declared the legal guardian of Ione, who is convinced that Arbaces is her brother's murderer, and imprisons her at his mansion. He also imprisons Nydia, who discovers that there is an eyewitness to the murder who can prove Glaucus's innocence – the priest Calenus, who is yet a third prisoner of Arbaces. She smuggles a letter to Glaucus's friend Sallust, begging him to rescue them.
Glaucus is convicted of murder, Olinthus of heresy, and their sentence is to be fed to wild cats in the amphitheater. All Pompeii gathers in the amphitheater for the bloody gladiatorial games. Just as Glaucus is led into the arena with the lion – who, by a miracle, spares his life and returns to his cage – Sallust bursts into the arena and reveals Arbaces' plot. The crowd demands that Arbaces be thrown to the lion, but it is too late: Vesuvius begins to erupt. Ash and stone rain down, causing mass panic.
Arbaces grabs Ione in the chaos but is killed by a lightning strike. Nydia leads Glaucus, Sallust, and Ione to safety on a ship in the Bay of Naples. The next morning she commits suicide by quietly slipping into the sea; death is preferable to the agony of her unrequited love for Glaucus.
Ten years pass, and Glaucus writes to Sallust, now living in Rome, of his and Ione's happiness in Athens. They have built Nydia a tomb and adopted Christianity."
c50eca23eddd3e2b5d8873950ad92bf03f86c7d3	" Professional safe-cracker Zed comes to Paris to help a childhood friend, Eric, with a bank heist. In the cab on the way to his hotel room, the cabbie obtains a prostitute for him. He arrives at his hotel room and is soon greeted by the prostitute, Zoe, who also confides that she is studying art, and has a ""very boring"" day job. After having sex, they talk with each other amiably, then fall asleep. Their reverie is soon interrupted when Eric barges in and brusquely sends Zoe out of the room, so the two men can get on with their business.
Eric takes Zed back to his residence where Zed meets Eric's friends. Eric explains his plans: the following day is Bastille Day and virtually everything is closed except for the bank they plan to rob, which is a holding bank and is open on holidays. Zed forgoes his rest time to spend the night partying with Eric and his friends among some of the less reputable people of Paris in a cavernous jazz club, which Eric refers to as 'the Real Paris'. During the binging, Eric confides to Zed that he has AIDS, which he contracted through IV drug use.
The next day, Zed is awakened by Eric as they prepare to enter the bank. The team dons carnival masks to hide their faces before bursting into the bank. They quickly kill those who do not cooperate as they escort Zed (who has not witnessed the killings) to the safe so he can get to work. Their plans soon start to disintegrate as the police show up and they're faced with the possibility of going to jail for life or having to shoot their way out. Eric throws an explosive into a vault and enters it (mortally wounding a guard in the process - Zed himself shoots the guard as an act of mercy), finding a large supply of gold bars â but the thieves can't leave the bank alive with their fortune. Tensions become even higher when Zed recognizes Zoe (who coincidentally works at the bank) and attempts to protect her, to the fury of Eric, who viciously slashes Zed's cheek with a knife.
A vicious gunfight between the police, Eric, and the rest of the gang beginsâwith Zed caught 'innocently' in the middle. Eric's men are killed by the police as they rush the bank, and Zed and Eric begin to fight each other. The police shoot Eric to death. He falls on Zed, splattering great amounts of blood on him in the process (possibly exposing Zed to his HIV-infected blood). Injured, Zed is led away quickly by Zoe, who covers for him, stating he is a bank customer. They drive away in her car, where Zoe promises Zed that when he gets well she'll show him the 'real' Paris. The film ends with the implication that Zed contracted HIV from Eric and will give it to Zoe, thereby ""Killing Zoe."""
412fc8a0c1245cedcbb73ccdbd2295c77548d178	" Georgie Burgess, seven and a half years old, lives in Tampa Florida. His mother and her boyfriend abuse him savagely, but he keeps their beatings a secret. He gets in trouble at school and hasn't learned to read, but he loves looking at a book with pictures of flowers.
Georgie's life changes after he wins a rosebush at a supermarket contest. After his mother's boyfriend beats him severely, police remove Georgie from his dangerous home, and his unplanted rosebush comes with him. Georgie is placed temporarily with Mrs. Sims, a cashier from the supermarket. But as his social worker and the judge find a home for him, Georgie is increasingly worried about finding a home for his rosebush.
When Georgie is placed in a Catholic boys' boarding school, he is convinced that his rosebush belongs in the garden of the neighbors across the road. Though principal Sister Mary Angela tries to convince Georgie to plant it elsewhere, Georgie sneaks out at night to plant his rosebush there. The next morning, however, the infuriated neighbor, Molly Harper, rips the bush out of her garden and returns it to the school, demanding to see the principal.
Georgie returns to the garden with the bush and discovers that while planting his rosebush in the dark, he has accidentally crushed the lilies planted for Molly Harper by her husband. Mrs. Harper confronts Georgie and threatens to burn his rosebush if he plants it again, but she softens upon glimpsing the infected wounds on Georgie's back left by the abuse of his past.
During the confrontation, Georgie becomes ill and lapses into unconsciousness. While Georgie is delirious with fever, Mrs. Harper arranges to have the rosebush replanted in her garden and visits Georgie often. However, with her angry threat still in his mind, Georgie is unable to forgive Mrs. Harper and refuses to see her.
As Georgie recovers, he forms a friendship with Timothy, whom Sister Mary Angela calls her ""public relations"" boy. Timothy explains that Mrs. Harper's husband and elder son, Paul, were recently killed in a car accident. Mrs. Harper's grief makes it difficult for her to be around boys the age of her dead son.
Meanwhile, Georgie becomes friends with Mrs. Harper's younger son, Robin, who has severe cognitive impairments, and his grandfather, Mr. Collier. While Mr. Collier helps Georgie learn to read, Georgie tries to teach Robin to speak and feed the ducks. Georgie becomes closer and closer to the Harper family, playing with Robin and joining the gardener as his apprentice, but he is still unable to forgive Mrs. Harper for threatening his rosebush.
After, Georgie takes Robin to the pond to feed the ducks. All the ducks follow Robin, who is holding bread. Robin falls into the pond and drowns. At Robin's grave, Georgie decides to plant his rosebush on Robin's grave, not in the garden. Mrs. Harper and Georgie start to connect over his decision and they head back toward the school.
When Sister Mary Angela holds auditions for the choir, Georgie is proud to find he is a good singer with perfect pitch. When Mrs. Harper, despite struggling with her grief, brings Robin to the chapel to hear the choir, Georgie begins to feel sympathy for her. Nevertheless, he cannot bring himself to join the new dramatics class when he learns that Mrs. Harper will be teaching it. Instead, he watches every class from the audience seats, learning each role by heart from a distance. When another boy backs out, Georgie steps in to play the Mad Hatter opposite Mrs. Harper playing the part of Alice in the tea party scene from Alice in Wonderland. After speaking to her in character, Georgie finds he is able to speak to Mrs. Harper face to face and resolves to ask her the next day if she is his real mother."
