id	query	answer
23fa36d9def95414a50968d216460d52f3dd3653	When Cleopatra comes in and sees Antony dying what does she do?	Cleopatra commits suicide as soon as Antony dies. ; commits suicide
249d8fe6a6e81a8da422d5b7bdd9bf1c52aaa2fc	What was the final score for New Zealand in the final?	12; 12
254ce2e2522625e70a10c88ef265769083049b46	How did Dorothy and Toto got home?	Ozma used magic to wished them back home.; they were wished there by a magic belt
25643d5e536303284b5c4148ab4243671580adeb	What happen when the FBI arrested the mob bosses?	The bosses tried to kill anybody who was involved; The casino empire crumbles.
25827f8dc98f34529b019ac26dda8ef7d76f241d	Why is Harley assigned several legal guardians?	Because he loses his parents; His parents die
266f5b2295980ad31b5090a6c51b69055c87b3a7	Who intends to propose to Elle at the end of the story?	Emmett; Callahan
26b13fb4ac397ec6d550e209c9979116de71f467	What country does Penny fatasize about visiting?	Morroco; Morrocco
26da72cfd563728fc90c2a808a9c6f076fa4e815	Why couldn't Carnegie read the bible?	It was in Braille; because it was in Braille
2744ec7751c610a232109e13740c308ad05c9ca0	Who does Ivanov shoot?	Himself.; Himself.
27994eab000073f6cdcd5f56f546e2525c33e9e5	Why does Nick get arrested?	For waving a gun in public.; For waving a gun in public.
27a423f9581c3156510cd1fbe62f85e857aa66f2	Who makes the proposal to kill Morpheus?	Tank; Tank
27ad3a0a84489109ca5d3cc4bf3b8b74a7b8ed9a	What does Dr. Crowe finally realize about Vincent shooting him? 	That Vincent actually killed him; That he died when he was shot. 
28eb6b741d8facc2425a20e4c01592850206f0fd	What kind of worries did Lincoln hold about the Fugitive Slave Act?	Free blacks being kidnapped and sold back into slavery.; that it might make free blacks vulnerable to kidnapping and illegally being sold as slaves
291163d04045b7a50f6cfcb36f1541582d264208	As the story begins, where was Ford farlane? 	Sitting at the beach. ; sitting on a beach
291b589c77540bd33a3d12bfe28fc81f92c45d36	Who saves Utopia from the city?	Snake.; Snake 
2a5fa9ea07b66ac0c558f0148e79aa8f48d2d773	What happens to the bridge as Bartley is stopping the work crews?	It collapses; The bridge collapses
2ba38d31381278d2ae8e90a2a3108debaef877bb	When was Rocky's coach a champion?	In the 1920's; 1920s
2c95f19262336fda469b8831a131c1a4fe31fd9b	How does Matthew die?	a heart attack; Heart attack.
2dd23dbf75e37c1f35eb8e2e317a36b7033495d0	Whom does the Dalai Lama meet in Beijing?	Chairman Mao Zedong; Chairman Mao Zedong
2e03ff57fd61c2777f0b937a5f127ddc8fdbf373	Who becomes a Sodomite soldier?	Cain.; Cain.
2e0ecbcbf69543a8d94e5391488ff4875174da74	What does Sarah give Toby?	Lancelot.; Teddy bear Lancelot
2e15003e58afe663f66622edbfc3d7d1c7c69a60	Why was Neff calling Phyllis' husband?	To inform him that his automobile insurance required renewal.; To remind him to renew his car insurance.
2f52ade138d0da4921fc467bf836eb03b3891342	Which city is the crocodile taken to?	Portland, Maine; Portland
2fe5752889751cbb4bbeab3deba4f6e315f90f0a	What happens to allow 9's escape from the Cat Beast when 5's soul was taken?	5 pushed 9 into cover and confronted the Cat Beast.; 5 sacrificed itself to the Beast
301cb14d65a257ef05cf122e2c0635b531d6e33c	When did Curdie develop the ability to see inside of a person?	after the old Princess burned his hands in a rose fire; After the princess burns his hands in a magic fire.
30337c485ea9d6d657be1ff17823e94b0a531550	In her rejection letter, what does Ruth write she wishes Eden had done?	Ruth writes that she wishes Eden had settled down and made something of himself.; settled down and made something of himself
3055c4d4f368f97c4c2a1a312a0f452a6814ad71	Where does Jack hide the heart?	In a jar of sand.; A JAR OF DIRT
307f5583cf63457100b2d3f616d669e03a501196	Who does Mandible send to retrieve the Princess Bala from Insectopia?	Cutter. ; Cutter
30b0d3485f9e627b64b0feb99a845547c28d970a	How long had Abe been clean from drugs when he relapsed?	Five years.; over five years
317fe46b2903da739b059733cd618db6ca49a494	Ultimately who was trying to get the ransom money from Jeffery Lebowski?	Bunny's friends, the nihilists.; German nihilists, Bunny's friends.
324c7aa534095d4c227bf6459e5d302185d96cb5	What date has Ivanovich gone mad?	43rd of April  2000; April 43, 2000
32f75bbf3b933a78058251bf11c9941d4541d062	During what war was Takashi killed?	World War II; World War II.
33852b452ef4d43a9aa4afbeb543b6a3107e7209	What did Ethan give his niece Debbie?	A medal from the Mexican campaign; A medal from the Mexican war.
33beeecef8e727e7cf85f29acb4db7e3cc683c95	Where does the trapped settle?	In a Pawnee village, in a tributary of the Missouri River; A pawnee village on the Missouri river.
33e2da2b7d2b57cad0fa960b31444c14afeb2056	Who tells Orgon and his family they have to move?	Monsieur Loyal.; Tartuffle
34908951494645a49e708b68ff7cf2bb212da78e	What organization kidnaps the man?	a secret society; A secret society, possibly the Freemasons
3620f82c20f8fbccf5690bb0539c6c61147a3da1	Where were Sir Piercie and Mysie shipped off to?	Flanders.; Flanders
3634471ed994ee7d4f382d8e7edbc56de5c28c42	What does Ripley do to Miles?	Ripley murders Miles.; Beats him to death with an ashtray
3675e52aa687967667e5769337f0378715da9e3b	What famous star does Danny's wife pretend to be during the Faberge Egg heist?	Julia Roberts; Julia Roberts
36ce1aa16abd65ad7265a9601631209bb4f0c347	How does Peter's girlfriend Anne respond when Peter does not return her calls?	Anne breaks up with him and admits to cheating on him; She breaks up with him.
36ed923f4e2c148dc5dc3570efaf847163619091	What was the pharmacist's special ability?	Making bombs; He made  bombs
36f289475bb4ac89b368e999a9e911affcd070bf	Who does Caligula claim Claudius to be?	His ex slave.; His ex slave
375d6609a90580a1ce888d45ac697464e6870010	What happens to Gandhi after he is assassinated?	Gandhi is cremated.; they have a funeral procession and scatter his ashes
37c11f984cb14401d85abfc20e8305ca7a472c9f	What was the therapist's name who comforts Kyle?	Lisa; Lisa.
3814678082b0220670ba08375b01665e7cd1c56d	What country is Hans from?	Holland; Holland
386e3ca25d1aabc56f5a7eaf9714badb8ec86382	What is the name of Hannah's ex-husband?	Mickey; Mickey
3886c254e53796b195d75a1208bdaf0ade8ffd9c	What has no effect on the Kothoga?	liguid nitrogen; Liquid Nitrogen.
38f9d45e053517a0312cad18b6c322b3b50a3427	How did Matthew's partner die?	In a shootout; In a shootout.
39b1f44ec2639226b6025140e2a7e7eaf570409e	Who is the leader of the family?	Jonathan; Jonathan Matthias
39f11774cd462fe3c40283af7c3778d18b78acb9	Why does Veronica break up with Dante?	Because he was trying to get back together with Caitlin.; He was going to go on a date with Caitlin.
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5	Who does Innocent shoot at?	Dr. Herbert Warner; Dr. Herbert Warner
3b017861cf026262a8fa4a2027a51f3218d38b13	What does Midwinter do after Lydia's passing?	becomes a writer; he becomes a writer
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9	Who did Julia have an affair with?	Frank.; Frank
3b44f7e2fd553e6026c16fac3b179346a49647a3	What's the name of the castle that the prisoner King is taken to?	Berkley Castle; Berkeley Castle
3b6b07116f23ac811a4d20acca3ed758c557795c	Why does Kate talk to Kell?	She believes he feels her pain.; he understands her pain
3b8b81b1451f953bfb01844ddd98542956290829	The Go-Ahead drops out of the sky, when her gas bags rupture, what does the story say it looks like?	A rapidly descending kite; a rapidly descending kite
3c386a5d7ed42d052b9dfb9c609e6c11015196b4	Upon arrival on Ellis Island, how does Vito Andolini register his name? 	Andolini registers as Vito Corleone. ; Vito Corleone
3d899bf5c2bc4b561621b01e2255268800141fdd	What is Ferdinand's nickname?	Ferdinand the Fierce.; Ferdinand The Fierce.
3e6619168f67d135d8d3215e064e5d814168adc1	What kind of change came from rewording section 102 in the US?	A significant change; Works that were in a tangible medium were protected under the law after the revision.
3e9236a2abd5ae86c11292235cde0648042a60a0	After releasing Luke Rowan from their engagement, who does Rachel Ray end up marrying?	Luke Rowan; Rowan
3ef60c15b2829459347df39e18ba10598e57e743	During a nightmare at the lake house, what does Martha do?	She attacks Ted; attacks Ted in confusion
3efaacf0a0463fd5b929a61314f0b2f21272e9ab	What happens to the non magical who stay in the magical world too long?	They are absorbed into the world; the world absorbs them 
3feb46d105b7ef3bdb248064761dc309c1831466	What witness did Beverly fail to discredit?	Luann Hodges; Luann Hodges
405df1ccf0409ea6040c2a765a0315878f991d79	Why does Billy's body need to be exhumed?	The burial site is going to be developed.; The site where his body was buried was going to be developed.
411d53d3c5c42990aebb7cb0bf4964f8d0a6f0bc	Which agent was supposed to join the Mafia in Miami?	"Richie; Richard ""Richie"" Gazzo"
4142bbe1bccc01b4e996969c1154d78acbc20db6	Who was arrested for Simone's murder?	Viktor Taransky was arrested for Simone's murder.; Viktor
416afcae95d4bf4b661db770cab8fd7ede5a06f7	Where does Stephen tell Bloom to take Penelope?	St. Petersburg; Out of St. Petersburg
43fce60036da73632775421436a2c2a1f970c755	What is Marius' warning to Lestat?	That the vampires of the world are not going to like his flamboyancy.; that the vampires will not tolerate his flamboyant public profile
4499cd7074278be578db6861f7862c3a846e1f5d	How is Tom's debt resolved?	He was sold as slave to repay some of the money he owed.; He is sold as a slave
45447075810921ad11bffa18af07117b9c045744	"What important figure is among those that declare ""I am Malcolm X""?"	Among those is anti-apartheid activist, Nelson Mandela.; Nelson Mandela
45c9fe33a1c1348c3ba212834bd2807100c6721a	What happens afte Kathleen and Joe were supposed to meet up?	Joe apologizes for standing Kathleen up and continues the correspondence.; They clash in-person and his online persona stands her up
46381add305c73e6d4625548324615b11dfb25c8	What does Dr. Markway think caused Eleanor's car crash that killed her?	He thinks that something paranormal was in the card with Eleanor.; something in the car
4671c4d7815a9646d0408e119b56b08e74a9f2b8	Where is the Zoltar machine found at?	Sea Point Park; Sea Point Park
46e592f1fd929d9d815e5d48dad8e766c02e9ce5	What prompts Rachel to forgive Kym?	seeing her bruises from the accident; Seeing her bruised face.
471edd6f27959b68dfea435ef753f6796294a496	How do the Mayflower's plan to take over the world?	Reconstructing the La Macchina dell'Oro.; By reconstructing La Macchina dell'oro.
47320f228ffa9f25c79260f3bbf59e9f8cbd3812	To prevent triggering the security system, what must the Logos do?	Destroy a power plant.; Destroy the power plant.
47b87e0644aa06769be5487d802a3f37d17a3a9d	Why does Godwin Peak leave the college?	He does not want to be associated with trade or face scorn from his fellow classmates.; Because he is ashamed of his uncle.
4804e3cb47efb800824d8afa23196cdcb0ffca11	What emotion does Heracles experience?	Embarassment. ; Embarrassment.
48266045f2dbe4de0cea552d3ec8ffb541c5e182	Who do Richie and Irving videotape receiving bribes?	Members of Congress; Members of Congress. 
49981df2afcb8a656e10eb87b3acd859783eb046	What does Dale give Peter as he's being escorted out of the building?	A USB stick.; a USB memory stick
4a599766d68f40bbe14cb3bdde5eab5cb60dbd47	How does Canter die?	Cyanide pill.; By swallowing cyanide pill
4b5d8c80075afad5ee734fa4bc84a80574a02675	How many sheets of Barr's shooting practices showed dead on max scores?	32.; 32
4bb855bbb2a0da63ac5717c87aba8883b829201e	Which other group member does Ballard have a fling with?	Gabrielle; Gabrielle
4c428ffec939a3607a4da2e68ca684c03f6e8959	What are three attributes that attract the King to Katherine?	Her faith, youth, and beauty; Her forthrightness, Old Faith and her learning.
4dcfb547a77a706c9436a0e1960c0a9ffd1ec18f	Where does Archibald live?	Misselthwaite Manor; Misslethwait Manor in Yorkshire, England
4dcfd38222f416db7aa1add3ecd85e2c9d6160d1	Who dies after the group thinks they have cheated death?	Brian.; EVAN
4e075eb7a0ce3017e38cfa6fe3e558591f36ea77	Why did Marwood told Withnail at the Regent's Park?	Marwood told Withnail he will miss him.; to have one last drink
4e7ba6a7a905f7f77b55adce9e31cc51fa159a08	How did Edward help Jim?	Edward picked locks for him.; Edward help Jim break into Jim's parent's house
50331d1bab6df4533409553db7cf32554a5cc80e	At the end of this story, what language does the man speak to Mary Ann? 	Spanish; Spanish
5041b6dbfc48abb92a0c118fcb358a3da92bef34	How does Almรกsy get back to the cave? 	By flying the Tiger Moth; He escapes from the train, trades his maps for gasoline, and flies Madox's plane back to the cave
518b93650f7e95289f694bccd0fd9f2da1d12369	Where does Peregrine travel to?	France; France
51cedbf45dd013dd9c6aca1e1dacd1beb7737b34	Why did the narrator return to Dunnet, Maine?	To finish writing her book; Because he knows Almira Todd
5200e75f4a31da29a89ea5542261a0533773a500	Who discovers Mrs. Crayton living in poverty?	Mr. Temple; Mr. Temple
5283fa0a6ea69f4b4224d12018bbf985a2b80543	What does Doom survive when fighting Valiant?	Flattened by steamroller; being rolled over by a steamroller
536558ac7e53cbcc0602600f3ccc1ba85e05b764	What is Sholmes' companion's name?	Wilson; Wilson
544bc77598d7a9e1229e251e6fc6056c39237037	How is Mike Matthews killed?	By a car bomb outside Joe's house; car bomb
551f029f5648aad782dd5aac3fd2fe453c6c6109	What inspires jean to go to London?	one of Dicken's books; Reading stories by Dickens.
55d1940b8c8e1c73e175bac2fce0a4f9844fff02	What does Maya say in her voice mail to Miles?	She liked his manuscript and wants him to visit.; she enjoyed reading his manuscript and would like him to visit her
570e10517cfe77fcda4a810650311dd79f3bcedc	What does wendy say when she meets her father?	she says that she wants to be independent and move in to her place.; She wants to live on her own
571556120960f1940d0aa86b07dab9f9be0ee182	Who wants to confront Teddy with the truth behind the poems?	Henry Upjohn; Henry
573cdbc4363b1dfe9e2ad983d062dc036b20544f	What happens to the gang members?	They are arrested for the murder which the community steps forward as witnesses.; They are arrested by the police for murder.
57c08f2b7cd9847c53c96629e24a3c36e33c5e7e	What did the kids find besides the weird bug?	A large egg sac.; A Judas egg sac.
57dab7ea9393dddf1a0d1ebb56306b328d287141	What does the universe run on?	little time; Little Time
580cca514fc51524f646f8ec306128d42b17b665	Who protects Amadis from the evil wizard Arcalaus?	Urganda la Desconocida; Urganda of Desconocida
581e4f821d5275f6a6e9f4e5b64844d9fd92cd0b	What best describes the character, Clementine?	A descendant of Nobles with no inheritance.; She is a descendant of the aristocracy who marries a Count.
598ad8540bb3851e7347cda52466e566cda0cccf	What is the purpose of the nails?	To memorialize the number of enemy slain.; Represents the death of a person.
598ccb8c2af5e80a4604113957c573b6b5a523e6	How does Peterkin scare off the attackers?	By dressing in bright clothing and shooting fireworks.; dancing and setting off fireworks
599b6ffc75b39b2d8dde708ad37b08dde52fccc0	Why did August hire Jacob?	August needed a vet to treat a case of laminitis in Silver, the circus elephant.; To be a circus vet.
59d290894fce8fcea5e3f5df09e937535ae58893	Where is the hotel de Coronado?	San Diego; San Diego
5a284f4743e8864970dde010c6f0ce08fa787090	What do Barbara and Adam discover when they finally arrive home?	That they no longer have reflections in the mirror.; they didnt survive 
5ac3d5e216b574eccf17acf5dad1524b8f84dddf	Where does Strickland travel to after France?	Tahiti; Tahiti
5ae39df9a568442600cbc2ff2c223e87f2ed4acf	What daunting task must Dalgard face, after Raf is returned to his ship?	Returning to Homeport by himself.; Returning to Homeport by himself.
5afbae4b68c7167cbf9068d916ac323aa4a95d0a	Where did Andrea Marcosini take a stroll? 	Palais-Royal; Strolls to the Palais-Royal. 
5b47447fc2a6ec696cd2b6d3de7473d715b75223	Where does Bourne wire most of the money in his Swiss account?	Paris; Paris.
5bdc12e8bfa0180f4796ef033d5767ec086ca0d0	Why did Jack Ferriman lure the salvage team to the Graza?	To fix the ship.; To repair it
5c1d04428ffd3f0ddd732a723e61371e0255aa49	Who does ordell murder in the beginning of the story?	Beaumont Livingston; Beaumont Livingston.
5c201758473664dfb3b0cb71754ab3dbbfee35df	General Wallace is a part of which military branch?	The U.S. Army; red
5e51efd017946e72a87da7f0c589b3b3aefdf5ec	What is Talthbius carrying Astyanax's body on?	Hector's shield; Hector's shield
5e68bb2ae2af335f5f828966209fb6e97621005f	What team offers Rod a big contract that will cover his final years in football?	Arizona Cardinals; Cardinals
5ea4ebbc0d86c3f629932a6f2470949776e58579	What are Bowden's final words to Suzie?	Be good.; Be good
5f77891bdcb76a4ad8fe69d248010eb4af35a8d9	Why do John and Jenny move to Boca Raton?	Because of the crime rate; because of the lower crime rate, and they now had children
6023bce51da121490e56cac51d6e1048afbcf89b	Who is the thief?	Abigail Prim.; Abigail 
6031da6fa93ad9cac1b6da6586010aab81c7b4da	Who created Marshmellow?	Elsa; Elsa
6037c8d1ab3bd11a8ce68d1319805be7f27bb2d9	What would make Kate unacceptable in society?	Her background; She's a commoner and poor.
60ea304651d0be17e4d8e51fa1cb896437021d6a	How did Dorothy enter the coach?	A creature extended itself as stairsteps.; Using steps created by a creature that looked like the A-B-Sea serpent
6170d11ebfa00d85063ebe89d214cc6db25e6404	What is the difference between youth and adults?	youth are immature, while adults are more mature and have more knowledge to impart.; education
618d2f89837edfa994dc76be81ddfb7a39434754	Whose plan was it for the undercover detectives to fight with each other?	Sunday; Syme
62c8ba6a463ca2096f45a4baf868b5038667d31f	For what does Danny owe a classmate $20?	Marijuana; weed
634abf83f11ee4449864e1c391b0456b3fdbdf64	How does Anita gain some of Jennifer's abilities?	Through a non-fatal bite; She was bitten non-fatally
644cd1e142d9e5fcc019a59b9b0118edf526f723	What kind of natural phenomenon signifies that Mary must leave the Banks' employment?	A change in the wind.; The wind changes.
64de615fe8d7b550c3f9ce72e55bab8ebac69b2f	How did Orin know Tim behaved in ways that could have prevented him from winning the award?	Orin saw Tim in the pool, drunk with Dean and Joan; He say Tim with Joan at the pool
651a041fdae2f242a0b254eeb7fe1526fc2e093a	What did Gabriel do when he saw the fire?	He helped to put it out; put it out and got a job
65ba9ee675bf87cff5d76e2a27c0652adb69381b	At what time did the word state come to acquire a modern meaning?	During the Renaissance.; During the Renaissance 
67161aa1a00a7151b4b0d43229d177363f8c5568	How does Rodolphe end his relationship with Emma?	with a letter in a basket of apricots ; by writing a letter
680f6eb1643e7424ed8735e35af705142a6b0b62	What did the king do upon reckognizing his error?	Restored Gudmund's property and standing; He restored all of Gudmund's property and standing.
681b019e94056cbe4f7a13c8323eae0a65ebdbec	What are the requirements for Ed's projects?	That they are a certain length of time long; They star Tony and end with an explosion
69099d7d543fad22f61d8acf97c681c9c86cac0e	Where do the shadow creatures take Willie's soul?	To hell.; They take him to hell.
690d125ac5be2294cfb3af1cc95cfb5b3faa1366	What animal does Crusoe and Friday fight while crossing the Pyrenees?	Wolves; Wolves.
692d7e93fd4714b12853d76b453e4bfeef8c3ac6	Where does Clara end up at the end?	She lives on the east cost.; on the east coast
6a14d1ba1aa1a6719840cb98a8feb6a711291aa4	Why did they fly to back to Yellowstone to see Charlie? 	To retrieve a map of the ark's locations; To get a map from him.
6a2f59a81c3730b5e1d5f685bac8bbbe547b7b3b	Who does Mary purposefully drop? 	Abdul; 3-day old Abdul
6b94891a91a8eeb5618a0575d341338cf0d9a82f	What does Equality dream of becoming?	a scholar; a Scholar
6e3b7afa7408ab6c6f63b29841f1ed5139311571	WHO HELPS DISGUISE GIGLIO?	FAIRY BLACKSTICK; The Fairy Blackstick
6e874dfa46caaab71db3b7cc1465b2539f088ab9	How many mistresses did Kirsty kill?	Three.; Three
6ef2fced6f4193143bff41e88a4e5fa71381f923	What does Tom initially use to try and free Karen from the handcuffs?	A saw.; a saw
6efa980c01750f558d5b5596b67c901a477385af	What city is Hector living in in his 5th incarnation?	New York; New York
6f1e8b48580a3f57556ea3fcb129bb0024cf1567	Which two people win the election?	Sir Thomas and his fellow Conservative; Sir Thomas and the incumbent Conservative 
6ffb5d981d101fbbd43d97bc45720388570f2c61	What does Marlon discover in Truman's basement?	A hole that Truman used to escape into the town of Seahaven, without the cameras capturing his movements.; The tunnel he escaped from.
706d21321f927fefba090bf9af88835ac99035b0	Who was the bride at the wedding?	Hero; Hero.
70794150f324949ca49f182db0d3f8d69d0c779e	Who shoots Bridger?	Samir; Samir
