id	query	answer
aa90091614fb7750bb403710ba663ae3573db691	What phrase does Adam say at Eve's grave?	"""Wherever she was, there was Eden""; Wherever she was, there was Eden"
10b8636838cdba5f0389d9d88b2ff83194491166	Where did Robbie stand in his graduating class?	Robbie was the class Salututorian.; Robbie is the Salutatorian of his graduating class, standing in the front for his speech.
1ddea1c3f13183fbe029834b5a3ab505600c5dfa	Who is the only witness that can clear Fred of the embezzlement charges?	The dictabird; The dictabird
31ce5b74112c35db9004ecd486c543e9373f5d53	What happens when Will takes ALZ-113 home to his father?	Charles refuses treatment and dies.; his father refuses the treatment and dies
ad5fe734ec4575e7ec381085bc294d4e10f9621f	What does the disguised Union soldier recommend Peyton do to undo the bridge repair?	Burn the bridge.; burn it down
f81b9695ef205b8904e6e174f7e056b92f088e3c	What does Starks learn from Jackie on one of his visits to 2007?	That he passes away on New Year's Day 1993.; Jackie  has a better life
3e87eee49ffe1cbcc871f2310489775ffcaccbb2	While hugging Joni goodbye what did Nic and Jules do?	Touched affectionately; Touch each other. 
fdfdf3a2623a815f9792625e042d95b7d7cc5c18	Who is the first of Lori's friends to be killed?	Trey; Trey
0b738a9a5aa340036c40877bc86ac49e102cc5f8	What type of preemptive strike threatens the planet of Dis?	 Nuclear Strike; Nuclear
0ae341b4a133b8102f5964dc6b9480a40063c44a	Where does the majority of the stolen gold eventually go?	It is returned to Kuwait.; It's returned to Kuwait.
c2193fc3815805a7d95a72d4f28b02133a7db6de	Who does Tam flirt with at the pub?	The landlady.; The landlady.
efb0cbe1fdfe5278fa0028c67230ba7b81c27635	How did Griffin take advantage of his power when he needed to escape?	He undressed so he was fully invisible.; He took his clothes off.
6a659de3aa344680261aaf152a26bf7a20fe22f2	Where is the home of the Queen?	near the ruins of the lost city of K么r.; Near the ruins of Kor
dd9cf023bdd235307eae3ce78acccef6eff1e18c	Why does Wessex not want to marry Ursula?	He doesn't want a wife chosen for him.; He doesn't want to be forced to marry
4201851cbf27a7c9dba84c3c1b5ff5e46ca6c8fc	Why does Erik become jealous?	He was listening to Christine and Raoul planning to escape; eveasdropping
90ddbb361704842f9ab1d183a7668220f39056cb	Where does BB sell aluminum siding?	Baltimore, Maryland; BB sells aluminum siding in Baltimore Maryland.
9b567ac919aae1fa2a2a6d8e528b8ad8648b90fe	How are the accusations against Arethusa exposed?	Bellario is revealed to be a woman in disguise. ; it turns out that Bellario is a disguised female
1773a177343713782c2437b460f5399aae80e18c	Who goes to America with his wife?	Adam; Adam Verver, Maggie's father. 
1995b44b685baf07ae17d56bb810ab8295785010	Why did Mal kill herself?	She thought she was still asleep.; she was trying to wake up
e3793c8072528b1d92b8614113e6d2b5748652cd	What does Salim fill his bathtub with?	Money.; money
a77f52738cbd7ce7658e3fe5853068eb8fc095c4	Which gender of criminal do the townspeople initaly think they are looking for?	Female.; they believe they are looking for a female killer.
a08ad894b1b65ce935b9e6355851246add65a03b	How did Gilbert Long travel to the party? 	By train. ; The train
518bfcb6ea413715080cbd6f97aa479ac5f6c7d3	Who sacrifices themself in exchange for Cora's life?	Duncan Heyward; Heyward 
f92e6b67a23a5aa33da46e26356f17041dccedb7	Why is Sir Marmaduke interested in marrying Lady Sue?	secure her fortunes; So that he may secure her fortunes for himself
7f15a08cde92f095f5abfe937b07769c1eee28fe	Who works as a parlor maid for the Admiral?	Magdalen.; Magdalen
72e585c04d8375bf66b301a68fd88e9e6117f7d9	Who is Dr. Helen Hudson?	a serial killer expert; expert on serial killers
7106fc99070090d24c52168a4d1e0727b296fa20	Who was Ploni Almoni?	A closer relative to Ruth's husband than Boaz, therefore he was given first choice to take her or not.; A close male relative of Ruth and Naomi. 
6b802a81a62df7b9bf1ce142f1766397c3ed9ef9	When was Sebastian given the Spanish crown?	as the king was dying; When the dying king passed on his crown to him. 
cb5468ec85bb82131dad276d2bdf82161d607aba	What happens to Gervaise after her business fails?	She becomes an alcoholic.; she becomes an alcoholic
9f0b7365cdadd4735b9f899ab140a37d4df89c9c	What kind of car do Will's friends give him?	A Chevrolet Nova.; Chevrolet Nova.
8554fa252eac2c69e447c0b19b34a25bc81faffc	Why did Dean and Cindy argue on the way to the hotel?	Cindy tells Dean about seeing Bobby; Because Cindy saw Bobby.
560fa958f9d6dafe230530dcb1f8788477d0b699	What does the bee do when the monkey tries to soothe his burns at his water bucket?	The bee stings the monkey.; The bee stings him.
c570e32f01dad103306d9b4320770daeb8873bca	What are the options given to Thorfinn from the council?	Leave Iceland or defend himself in battle; He must be banished or defend himself in combat. 
42d253275a8807aa6ecf57c6c306cb24d76710f1	What does Captain Harris threaten to do if he finds any evidence of an unlawful killing at the village?	Order a court-martial.; Order a court-martial.
ce8cb184a11535e7a7c824c82b7772a1c3a7c92c	Why does Georges fire the second nurse? 	He discovers she is mistreating Anne ; She was mistreating Anne
11fd944eb62dfdbf040dce9f4192dd6b6e69c352	Why does Mrs. Jameson have to remove the ivy she planted on the homes?	because it was poison; Because it is poison ivy
f05bcd8ebb7a7e3a2457e51e0a9797802ca26ae3	What do Henry's Grandfather and Edith's father represent?	old and new money in society; Old and new wealth in society
d6be4828fdc16a0e3759e45e3e6fcf31e7a25ae9	Who does O'neil rescue?	Master Chief.; Master Chief.
cb988d19a62895665c8434fc0b1ed41ba0f01357	Who does Yvonne elope with?	Lord Antony Dewhurst; Lord Antony Dewhurst
e67c8a23b087fdba5e5266cc21babef9238babc2	During what years did Davies travel the highways and railroads?	Between 1893 and 1899; Between 1893 and 1899.
1eab58c1185799f4cfc2e02a947e745511ac2678	Who ordered the submarine to be to be destroyed?	Queen Victoria; Queen Victoria
8e7d209dd54a50345632ec639627a23be362a95c	How does Hedy kill Sam?	She stabs him in the eye with a stiletto heel. ; Gouges his eye with her shoe.
197c316d6255c3f1542b55d366023a8ce2867e16	How did Eugenie feel after Charles broke their engagement?	She was heart broken.; she is heartbroken
a22ac39233676c4db64905fe3b34c45fdc07385b	How is Prince Charming presumably killed?	Dragon knocks Rapunzel's Tower over on top of him.; Dragon knocks Rapunzel's tower on him
6abac1fedb1c7b40432fe9c412ae973b6020e1d7	Who is the Secret Service Agent?	Zoil; Zoil.
f3dfd74b81d1cc1db840db8bceabc4da2bdf2953	Who is the leader of the Strangers?	Mr. Book; Mr. Book
43059307f3d694292ba9178da8fc3e1fe470531f	Who upstages the superhero team that includes the Shovelor?	Captain Amazing; Captain amazing
7805e001c28ab9aa85f51b3244a9f57fe972f5a9	What is inside the bag that the queen gives Umbriel?	Sighs, sobs, passions and the war of tongues. ; sad, mournful feelings
9001b135170722af260d09feca9be9d5e293aeef	Who makes a living as a peddler?	Ricks Wilson; Sandy and Ricks
98985978eb32d828d54913a431c0803547e789bf	What street in NY do Yank and Long go to?	5th Avenue; 5th Avenue 
1ae5346d34d86c974f8893001ca8bd6bb99d750c	Where does Anthony's money presumptively come from?	He is presumptively the heir to a tycoon's fortune.; He's heir to a tycoon's fortune
033a2dae1f69467127ee67acdf39fa97c031c57b	Who alerts the authorities to Ralston's presence and predicament?	A family that he meets on his hike back.; A family on a hike.
677cda46d079c6df650914eda8d9da1dcda8bf8d	Who kidnaps Ted?	Donny; Donny
23a2429513ec7b1bc1e372d190ac897180a1bb60	Who is Winter?	The descendant of the toymaker who designed the box.; leader of the cult
a9ab2d4a8d0fa3eaca128e041a6619d652c2d824	What happened the night the narrator killed his cat?	His house caught fire.; His house caught on fire
9f0a853daffcf439934cbabb860d8d145dc5dd5f	Where does the unnamed officer who serves as our first narrator meet Maxim Maximych?	At his post in the Caucus Mountains.; In Caucasus.
43c4885ee70fb0f0871001cbe555520bdf2c3375	What is Vivian's rule while working?	She refuses to kiss clients on the mouth to avoid intimacy.; No kissing on the mouth
9bd99dd1525e23d34c132f256ad8204cdf6fe089	What is Agathe's job?	A kitchen maid.; kitchen maid
7fe863c608ba55d0443da0e1e6d5f92f1ece764e	How does Dixon get out of jail for murder?	Elinor tells Ralph the truth about what happened to Mr. Dunster; He gets pardoned by Ralph.
e92339d923dacda2b56d536945db17f321e1a47a	What happened to make Sykes want to kill Julie?	She rejected his advances; She rejects him.
265fa34cf1f2c6145cce7ee9402bb3af6d898624	What is Sam's condition that is revealed to Andrew by Sam's mom?	Epilepsy.; Epilepsy
d5f15c19a2cca5609be4ae300cd7e08f601aba5f	What is the name of Crystal's father?	His name is Comte de Cambray.; Comte de Cambray 
b5085440d9a6b8582451b18e55ee5793892899e4	Why did Harriet Byron decline Pollexfen's marriage proposal?	She is in love with Charles Grandison.; She loves Grandison
09355a61a4d84807f9533f31d3263809cc486b6b	What happens immediately following the power going out at the farmhouse?	the undead break into the house; Undead broke through barricades
6d925e92824fabd7513cd864687c29d6ee3e5c2d	Who does Lucas fall in love with?	Eva; Eva
6eb460087931ce9ad6655881727d059cc5505e47	Name two other people on Team X when Victor and James are invited to join?	Any two:  Agent Zero, Wade Wilson, John Wraith, Fred Dukes, Chris Bradley; John Wraith and Fred Dukes
e6b90ac408f85b70d4da2ec35b695d5d0f70196f	Who do the men think has been in their room?	Mrs. Bouncer.; The landlady, Mrs. Bouncer. 
b9ca8b4458e48f3c1343a11539ea52a848fd87ea	What do Davrot and Peachey want to become?	Kings of Karifistan.; Kings
1a26b476901a0785835b0ebeecaae3a212b026ef	What is Felix Graham's occupation?	A barrister/lawyer.; barrister
99585e4b51fa1bf94db82b0551d1d664e584621d	Why does Graham come to the city?	To get closure on his relationship with Elizabeth; To visit a  friend
f225a22410b95923cccefe1a5eb04075c4184376	Where does Mark put Vivien's body?	In a trunk.; prop trunk
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d	Where does the storm carry Tara?	Barsoom; An unfamiliar region of Barsoom
dcc32fc8e81332ee23773037a78b3ef5edf4f53f	Who are the lawyers in real life?	Conspirators of Dauphine's; Dauphine's friends
96809d5bae3dc7d250e0d0eb811119c33f511824	Who does Peter Blood plan on marrying?	Arabella Bishop; Arabella
f070ce5262bb59e814309025a4fb2adde266fe35	Who is celebrating their anniversary?	Sally Nash and Joe Therrian; Sally Nash and Joe Therrian
cbb15e9755f01a017965f239be1cd3b9277f69ed	Why does Raul cut MacReady from the tow line?	Because he thinks he has been assimilated.; Nauls cuts MacReady from the tow line because he thinks MacReady has bee assimilated
44340b5ad75b693029def097ee3836366776eda1	Why did Mackenzie move to Littlebath? 	To find a place in society ; she was looking for a place in society
3e9666459feb414586d9d23b51c8a020bacc150a	What did the men start drinking on the ship?	Champagne; The cargo, champagne
5f6c1b6360c73d8e677d9afb7aeb7cf722e79b46	Who travels with Eve and Hilliard to Paris?	Patty Ringrose; Patty
b1b2826a2726fe62ceae88b01bf0be24d95a9d39	What does Margot plan to do at the end?	Stay with Pauline in Vermont; Leaves with Claude
02476285f0673b06c7754deed4517e54c50c42b5	What do Moppet and Mittens become afterwards?	Rat catchers. ; Rat-catchers
e32f6a88a17ae3d52fea864bde1304106f9ccce8	What choir is Dick Dewy part of?	The Mellstock parish choir.; Mellstock parish
20f1cc76a6b149b417e0d9943c7f2caac3a04875	Who does Cedar bring from Mandrake Falls to testify at Deeds' hearing?	Ceadar brings Deeds' tenants, Jane and Amy Faulkner. ; He gets Deeds tenants and olde sisters
d9f524a1f44a19f5aa9818120eede1ca4608db44	How did Terence VIII, a Shropshire lad, die?	he was hanged; old
4db23116ec1059a6f94867461edf45596d20f8d2	When was Gregory allowed to open what his mother left him?	When he was sure he father was dead.; was he was sure his father was dead
f909d31f8d88fe802b45e1e4475353f0d241c5b5	Who does Charlemagne take back with him to Aix, France?	King Marsile's wife, Bramimonde; Charlemagne takes Marsile's wife Bramimonde, Queen of Saragossa with him.
531a9eee35e85b8a6912996092d1fe1d76c6fdf4	What profession does Duroy take up after having worked as a clerk?	Journalist; Journalist
00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b	Why was Crash let go from the Bulls?	He was no longer needed since Ebby went to the majors.; Nuke is called up to the majors and the team no longer needs him
ca4b98f54a313ac59b7da739f8a3d7454c271193	Why does Florence Burton want to delay her marriage to Harry?	Florence wants to make sure that he has enough money to support himself and a family.; Waiting to ensure he has adequate income to himself and a family.
ba74352102b49e66de4485552e80012fe38adb20	What job did rita have?	news producer; News Producer
768366d935c37e96f191f524f69c047a48a1b35c	Where does the narrator go with Miss Hurter, and while there, points out Paraday?	The opera; The opera.
73c7be237bdfb805034477c22066367b6ce7ddb3	How is Mr. Skaggs able to get onto the Oakley residence?	Mr. Skaggs lies about having a letter from Francis Oakley.; Skaggs pretends to have a letter from Francis
934fbd3acf4433a952b49cfc004dd2b363b57faf	How does the story end?	Pip takes Estella's hand and leaves Satis house. ; Pip forgives Estella
eef816f32f560811968ec9e20eb4e5f034199444	A small group from the Church of Englad defected to what? 	The Catholic Church; The Catholic Church
a87d47ee243b5cc4f8ce3acf483ccf9e77083e16	After Robin takes command of the band of outlaws in Sherwood Forest, what do they do?	Rob convoys and soldiers who are travel through the forest and give the stolen goods to the poor people in the land.  ; They start training to defend themselves, planning to fight against Nottingham, and they also rob soldiers and convoys passing through the forest.
91293cd81f021de45cffd363ef81dd95d2c122a3	When Thing observes Morticia being tortured, how does he communicate it to Gomez?	Morse Code.; With Morse Code
bf438dd002b209fa4550cd56752c6549428fc4bc	Who does Leonard strangle in the abandoned building?	Jimmy.; Jimmy
94f1c8eb8ce7f271eb52c6ae9071ae1b56dabfcb	In what year did Billy's girlfriend come to see him?	1975; 1975
d985a7679a1b086447b9cda085422f8dc7252105	What did Helen do for a living?	Teaches a wood carving class; Taught a wood carving class
6deb1d33098457dbbf6c8b9fc39ae9f2ac601bbf	What model plane did Amelia Earhart use in her attempt to fly around the world?	Lockheed Model 10 Electra; A Lockheed Model 10 Electra.
d226b0c7fb662f93cc3298e3caa21212f59e0a36	Who is Jimmy Shorts to Michael?	His Henchman.; Jimmy is his henchman.
19f65d45dd5159fb960036276b7cdb306dd2b029	Why does Juliette get arrested instead of Deruelede when the soldiers find the papers?	Because she had Deruelede's burnt papers in her letter box; Because the papers were in her room
3008d5b4f1072a80665533c5bfe7416e18693846	Who accompanies Barney on his journey from Lutha to Nebraska?	A soldier; One of his soldier friends
73406ddf9465f3f6afe43db7c8610c77a4b99ff4	Who is Derek's mother dating?	Mr. Murray; Mr. Murray.
762a9ff01da2e8fd7382f8b52b1dd86d98a1b07f	How many days was Anodos gone in Fairy Land?	21 days; 21 days
91cfe3c34cea7e7347e66827db198d1e67d73895	What is a cacique?	a leader or important person; a leader or important person
8c9ff15b915f06f83304c45f9d84c102700ef8fb	Who stabbed the cashier?	Kim; Kim.
948e7d8b12010b0eceeadc338a4554e1ba9d9b44	Who does the voice of God appear to saying she is the last relative of Jesus?	Bethany Sloane; Bethany
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5	How long did Frank Churchill's visit last at his father's house? 	Two weeks. ; 2 weeks
2b7e8df77a6d154c5f957ffc6c9f40bc38ca3cde	Why does the Jedi council refuse to allow Qui-Gon to train Anakin to become a Jedi?	they are afraid he will fall to the dark side; they were concerned that Anakin was vulnerable to the dark side
7ff1108c5bf35a718b6e8a25704eec6ff979a919	Where does Ross find Ashe?	In the company the Foanna.; with Foanna
ceb4f09a3b51a02fdce4260a79a139723fd541a1	What does Pee Wee Reese do to show empathy towards Robinson while standing in from of a hostile crowd in Cincinnati?	He puts his arm around Robinson.; puts his arm around Robinson to show soladarity with him
9f95235a053cfb0c15f5681c02dc44fc0caf065d	Who is the male protagonist of the story?	Milt Dagget; sinclair lewis
120f3a2285b2a742f63b95f7e1fee5e498d08cb0	What secret is discovered about the island?	It is Captain Nemo's hideout; It is Captain Nemo's hideout
90877c0799516d3386e0290d36a115b0b8ebb631	What religion was Phillip's family?	Jehovah Witnesses.; Jehovah's Witness
c551edfbb8240501afd55b17495674b9a04060e3	What did the dragon scroll reveal?	Nothing. ; It was nothing special and things only becomes special if they are believed to be.
da0fbf9aa024eeace9a2e1aef91915f26856d233	Why did General Heatherstone kill the old man during the war?	The old man tried to thwart the General's attempt to kill the fleeing Afridis.; He want to kill what remaing of his enemies.
b5aacdd9eb15f4b978fd7d841d62c1167ba1b68b	Why does Mr Boddy suggest that Wadsworth be killed?	To destroy evidence, thereby keeping their secrets safe.; To keep their secrets safe
7aa7b07e8f87871690bf6f194d17adb9c6384ad4	How does Evanthe die?	She kills herself by drinking a vial of poison. ; drinking poison
c06e4f8169ac1b40871e2794133c8f506aec38ad	Why are many children born?	they are born for their journey to earth.; In preparation for going to Earth.
60267d554b5505cec3ad671d0ee48f51545dd9b7	What ultimately happens to SID 6.7?	Barnes destroys him; he is destroyed
afebffff109959375cb334c3e1ce5d587179e29a	Where does the $100 million dollars wind up?	The $100 million winds up in Gekko's hands.; funding Jekko's company.
14add440692bd1e8fbb8c2df367ba4cb27426383	Why does Falco stand Annabelle up on their date?	Because of his depression.; He was depressed..
bcd47410647a9215fc84b4d00513380802444be8	How did Matho and Spendius get into Carthage?	They snuck in using the aqueduct.; Through the aqueduct
7b9b04e9c556bc763061be386919eb2dbb1af69f	What is Ed Saxon's occupation?	He is a college professor; He is a college professor.
e57471b92e3889301c10fbf9eb8d78204ca7d80e	Why does Lizzie escape punishment for perjury?	Her testimony is needed to convict the thieves.; Her testimony is needed in order to convict the criminals.
80f03a1fcfa33d7dbbe32a6252022e9da17847b9	Why did Juliet and Pauline plan to run away?	Because Juliet was going to be sent to live in South Africa.; They did not want to be separated.
95714d841d8b02f51dc012464416863a48c7efff	What were the travellers fed in the dungeon?	Bread and water.; The best bread and water.
ae3efb0b2fda63f42da4951e42e315de58af6ed2	Where is Ben?	Out at sea ; At sea
d030a80754b5bf6bc6b77f020da4dde5bf7cb542	What is the name of Necile's adopted baby?	Claus; Claus
9875d5a34bf0215171fcc87c84a724c4971cf477	Who does Jody want to be with?	Jody really wants to be with Ben since he has left Tamara.; Ben
40a0872b40344eac6dfdc73e7bbb984e5ac49bac	How does Cap'n Bill retrieve the flower?	He straps a wooden plank to his good leg so that he is walking on wood with both legs.; By wearing a wooden plank on his good leg.
ad92e4bb8d94e12e9d3513956b1b284402c2a483	What is Hammond's relationship with Lex and Tim Murphy?	He is their grandfather; He is their grandfather.
1c2beb941aa7e22acbbf8ce285e0a999d27a493b	What ultimately happens to Paul at the Kittredge's house?	He is kicked out; He is kicked out.
5072c80a5e769f39362dfb24b630e674d0f999f7	What does Billy realize just before midnight after getting very little writing done?	Billy figures out that everything that has taken place since he arrived at Baldpate was a set-up by his friend.; His friend has hire these people to distract him from writing.
3907cf252b326a524485348ba766c9d55b691ed2	What does the narrator notice about the tarn of the house during a storm?	It glows in the dark without any lightning; It glows
8928a603a3c6d154ea4547060805a966ce0f4d60	How does Frank seduce Janet?	By pretending to be Brad.; By posing as Brad
778b1dc6fca050bfeb111f3e718d6fecce4bded4	What is the conflict at the beginning of part II?	A Russian plot to invade India along a little-known path; Russians invading India
84cee84a08b01974cf25a3fee950be4c9ec2de66	Who has stolen the magical defenses?	Ugu; Ugu
33563aed8b26142ec99e57b67fe18f21f7c1c794	Why did the police shoot Boone?	Decker yelled that he had a gun; Decker says he has a gun
17272570cdcbfce7fda86ae35332b1fcae569c30	What was the name of the tv show ?	americas funniest divorce videos; America's Funniest Divorce Videos 
64ba22441a196287de97a49c54c88dbe85fde986	What is the blood Muffy thought was hers after a razor was pressed against her throat?	Stage blood.; stage blood
